timestamp;buyer;seller;symbol;currency;price;quantity
1700;;;GALAXY_SOUNDS_BLACK_HOLES;XIRECS;9969.0;4
1700;;;GALAXY_SOUNDS_DARK_MATTER;XIRECS;9977.0;4
1700;;;GALAXY_SOUNDS_PLANETARY_RINGS;XIRECS;9957.0;4
1700;;;GALAXY_SOUNDS_SOLAR_FLAMES;XIRECS;9976.0;4
1700;;;GALAXY_SOUNDS_SOLAR_WINDS;XIRECS;10084.0;4
1700;;;OXYGEN_SHAKE_CHOCOLATE;XIRECS;10093.0;4
1700;;;OXYGEN_SHAKE_EVENING_BREATH;XIRECS;9994.0;4
1700;;;OXYGEN_SHAKE_GARLIC;XIRECS;9949.0;4
1700;;;OXYGEN_SHAKE_MINT;XIRECS;10019.0;4
1700;;;OXYGEN_SHAKE_MORNING_BREATH;XIRECS;9949.0;4
1700;;;PANEL_1X2;XIRECS;10018.0;4
1700;;;PANEL_1X4;XIRECS;9926.0;4
1700;;;PANEL_2X2;XIRECS;9934.0;4
1700;;;PANEL_2X4;XIRECS;10013.0;4
1700;;;PANEL_4X4;XIRECS;10003.0;4
1700;;;ROBOT_DISHES;XIRECS;9983.0;4
1700;;;ROBOT_IRONING;XIRECS;9986.0;4
1700;;;ROBOT_LAUNDRY;XIRECS;10053.0;4
1700;;;ROBOT_MOPPING;XIRECS;10036.0;4
1700;;;ROBOT_VACUUMING;XIRECS;9993.0;4
1700;;;SLEEP_POD_COTTON;XIRECS;10033.0;4
1700;;;SLEEP_POD_LAMB_WOOL;XIRECS;9942.0;4
1700;;;SLEEP_POD_NYLON;XIRECS;9987.0;4
1700;;;SLEEP_POD_POLYESTER;XIRECS;9960.0;4
1700;;;SLEEP_POD_SUEDE;XIRECS;9978.0;4
1700;;;SNACKPACK_CHOCOLATE;XIRECS;10005.0;4
1700;;;SNACKPACK_PISTACHIO;XIRECS;9976.0;4
1700;;;SNACKPACK_RASPBERRY;XIRECS;10017.0;4
1700;;;SNACKPACK_STRAWBERRY;XIRECS;9954.0;4
1700;;;SNACKPACK_VANILLA;XIRECS;9987.0;4
1700;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9947.0;4
1700;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9991.0;4
1700;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;10003.0;4
1700;;;TRANSLATOR_SPACE_GRAY;XIRECS;10011.0;4
1700;;;TRANSLATOR_VOID_BLUE;XIRECS;9990.0;4
1700;;;UV_VISOR_AMBER;XIRECS;10011.0;4
1700;;;UV_VISOR_MAGENTA;XIRECS;10021.0;4
1700;;;UV_VISOR_ORANGE;XIRECS;10016.0;4
1700;;;UV_VISOR_RED;XIRECS;9973.0;4
1700;;;UV_VISOR_YELLOW;XIRECS;9934.0;4
4500;;;PEBBLES_L;XIRECS;9854.0;3
4500;;;PEBBLES_M;XIRECS;10007.0;3
4500;;;PEBBLES_S;XIRECS;10178.0;3
4500;;;PEBBLES_XL;XIRECS;10076.0;3
4500;;;PEBBLES_XS;XIRECS;9918.0;3
5700;;;MICROCHIP_CIRCLE;XIRECS;10036.0;1
5700;;;MICROCHIP_OVAL;XIRECS;9969.0;1
5700;;;MICROCHIP_RECTANGLE;XIRECS;9999.0;1
5700;;;MICROCHIP_SQUARE;XIRECS;9998.0;1
5700;;;MICROCHIP_TRIANGLE;XIRECS;9985.0;1
9000;;;MICROCHIP_CIRCLE;XIRECS;10034.0;1
9000;;;MICROCHIP_OVAL;XIRECS;9877.0;1
